event_family_final,report_number,candidate_seq,claimed_contact_date,earliest_provable_public_date,public_date_basis,provenance_score,public_date_status,public_date_reason,public_date_cohort_status,public_date_cohort_reason,match_status,final_status,event_start_date,publication_lag_days_vs_event,publication_lag_days_vs_primary_source,publication_conflict_gap_bucket,observed_event_before_publication,current_public_evidence_kind,current_public_source_tier,current_public_source_bucket,current_public_source_label,current_public_source_url,best_available_source_tier,best_available_source_bucket,best_available_source_label,best_available_source_url,earliest_primary_source_date,earliest_mirror_source_date,earliest_secondary_source_date,event_title,claim_normalized
earthquake,408,7,2006-01-05,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,near_hit,included_in_statistics,2006-01-27,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 408 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_408,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 408 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_408,,2020-04-13,,"M 7.6 - 196 km S of Ambon, Indonesia",An even stronger seaquake of magnitude 7.7 will occur at the end of the month in the Banda Sea in eastern Indonesia.
earthquake,427,1,2006-07-09,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 427 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2006-07-17,-566,-5940,large_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 427 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_427,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2008-02-03,,"M 7.7 - 226 km SSW of Singaparna, Indonesia","On the coming 17th of July, a severe seaquake of magnitude 7.9 will again occur in the Indian Ocean and trigger a tsunami that will roll up to almost three metres high on the coast of Java, in the Pangandaran area, and cause a lot of damage."
earthquake,436,2,2006-10-15,2020-05-11,manual_source_link,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2006-10-26,-4946,-5839,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 436 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_436,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-05-11,,"M 5.8 - 40 km W of San Nicolò, Italy","Then there is a quake about 450 kilometres northeast of San Francisco with a magnitude of 5, followed by two quakes in Italy on the 24th of October with magnitudes of 4.4 and 3.7."
earthquake,436,4,2006-10-15,2020-05-11,manual_source_link,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2006-10-26,-4946,-5839,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 436 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_436,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-05-11,,"M 5.8 - 40 km W of San Nicolò, Italy","a seaquake of magnitude 5.7 will occur on the 26th of October in connection with the volcanic activity of Etna, shaking southern Italy and Sicily."
earthquake,436,5,2006-10-15,2020-05-11,manual_source_link,2,public_date_ok,The current provable public date does not postdate the observed event date.,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",miss,included_in_statistics,,,,,False,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 436 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_436,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-05-11,,,"This is indeed the case because we are doing a small study on seaquakes and earthquakes, and they are related to a major seaquake of magnitude 8.1 that will occur on the 15th of November near the Kuril Islands north of Japan."
earthquake,442,4,2007-02-10,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 442 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2007-02-12,-356,-5730,large_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 442 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_442,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2008-02-03,,"M 6.0 - 181 km SW of Sagres, Portugal","On the 12th of February, next Monday, the Iberian Peninsula will be shaken from the Atlantic Ocean by a seaquake of magnitude 6.4, the vibrations of which will be felt as far as North Africa."
earthquake,446,8,2007-03-17,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,similar_only,included_in_statistics,2007-04-03,,-5680,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 446 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_446,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-05-25,,"M 6.2 - 47 km SSW of Jurm, Afghanistan","in the cities will be all the greater because the quake will also spread over hundreds of kilometres across the country, which is why Tokyo on the east side of Japan will also be affected."
earthquake,446,10,2007-03-17,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2007-04-13,,-5670,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 446 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_446,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-05-25,,"M 6.0 - 5 km SE of El Paraíso, Mexico","On the 13th of April, a major earthquake of magnitude 6.3 occurs in the Acapulco region of Mexico, shaking large parts of the country as far as the capital."
earthquake,453,17,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2007-08-16,-1361,-5545,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 453 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_453,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2011-05-08,,"M 6.0 - 46 km S of Paracas, Peru","Another severe seaquake of magnitude 8 occurs on the 16th of August off the coast of Peru, shaking mainly the cities of Pisco, Chincha, Cinete and Ica, as well as large parts of the country."
earthquake,455,6,2007-10-29,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2007-11-14,,-5455,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 455 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_455,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-06-17,,"M 5.7 - 50 km NNW of Antofagasta, Chile","Then, on the 14th of November Chile is hit by a 7.8 magnitude quake, causing considerable damage to houses and other buildings."
earthquake,465,5,2008-05-07,2020-07-06,manual_source_link:Future Of Mankind Contact Report 465 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-05-12,-4438,-5275,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 465 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_465,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-07-06,,"M 7.9 - 58 km W of Tianpeng, China",On the 12th of May there will be a major earthquake of magnitude 8 in the province of Sichuan in China.
earthquake,467,1,2008-06-28,2012-02-19,wiki_first_revision:Future Of Mankind Contact Report 467 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2008-06-21,-1338,-5235,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 467 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_467,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2012-02-19,,"M 5.6 - 82 km S of Koróni, Greece",Tomorrow there will be a seaquake of magnitude 6.3 near the Greek island of Rhodes.
earthquake,467,2,2008-06-28,2012-02-19,wiki_first_revision:Future Of Mankind Contact Report 467 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-08-05,-1293,-5190,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 467 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_467,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2012-02-19,,"M 6.0 - 46 km NW of Guangyuan, China","this is not unusual and will not cause much damage, as is the case with a 5.3 magnitude earthquake in China, although China will not be able to rest with quakes in the near future because new earthquakes are constantly occurring, which will also be the case in the month of August near Sichuan."
earthquake,467,3,2008-06-28,2012-02-19,wiki_first_revision:Future Of Mankind Contact Report 467 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-07-23,-1306,-5203,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 467 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_467,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2012-02-19,,"M 6.8 - 29 km ENE of Morioka, Japan","Also for Japan in the near future, violent seaquakes, such as one of magnitude 6.4 in the northeastern sea of Japan, and on the 23rd of July, another seaquake of magnitude 6.8 occurs."
earthquake,467,4,2008-06-28,2012-02-19,wiki_first_revision:Future Of Mankind Contact Report 467 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2008-08-06,-1292,-5189,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 467 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_467,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2012-02-19,,"M 5.9 - 37 km NNE of Pototano, Indonesia","On the 7th of August a seaquake occurs in Indonesia, near Sambawa Island."
earthquake,519,1,2011-04-02,2020-12-09,manual_source_link:Future Of Mankind Contact Report 519 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2011-04-07,-3534,,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 519 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_519,mirror_translation_page,mirror,Future Of Mankind Contact Report 519 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_519,,2020-12-09,,"M 7.1 - 29 km ESE of Ishinomaki, Japan","And according to our investigations and calculations, a massive seaquake of magnitude 7.4 will occur again in the period from the 7th/8th of April."
earthquake,519,3,2011-04-02,2020-12-09,manual_source_link:Future Of Mankind Contact Report 519 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2011-04-11,-3530,,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 519 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_519,mirror_translation_page,mirror,Future Of Mankind Contact Report 519 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_519,,2020-12-09,,"M 6.6 - 17 km SSW of Ishikawa, Japan","In addition to all the following minor aftershocks, another severe seaquake of 7.1 magnitude will occur on the 11th of April."
earthquake,663,15,2016-11-06,2016-11-27,wiki_first_revision:Future Of Mankind Contact Report 663 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2016-11-13,-14,-2168,small_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 663 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_663,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 15,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-15/,2022-10-21,2016-11-27,,"M 5.7 - 28 km SE of Blenheim, New Zealand","on the 13th of November in New Zealand, namely in the area of 'Christchurch', with a strength of over 7.7 on the Richter scale."
earthquake,683,6,2017-06-10,2021-01-02,manual_source_link:Future Of Mankind Contact Report 683 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2017-06-12,-1300,-1957,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 683 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_683,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 16,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-16-2/,2022-10-21,2021-01-02,,"M 6.3 - 5 km S of Plomári, Greece","That which concerns the Aegean is correct, because at the beginning of next week there will be another stronger quake in the Aegean."
earthquake,683,15,2017-06-10,2021-01-02,manual_source_link:Future Of Mankind Contact Report 683 English translation page,1,public_date_ok,The current provable public date does not postdate the observed event date.,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",miss,included_in_statistics,,,,,False,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 683 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_683,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 16,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-16-2/,2022-10-21,2021-01-02,,,"For Switzerland, it was the largest natural disaster to occur in historical times after the Basel earthquake of 1356, which, as I remember Sfath explaining, was to be calculated with a magnitude of 7.1 on the Richter scale and occurred on the 18th of October 1356, whereby the epicentre was near Reinach/Baselland, i.e."
earthquake,725,1,2019-10-12,2019-12-27,publication_snapshot:FIGU-ZEITZEICHEN Sonderausgabe Nr. 4 excerpting Contact Report 725,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2019-11-26,-31,-31,medium_gap,True,publication_snapshot,official_figu_original,primary_official,FIGU-ZEITZEICHEN Sonderausgabe Nr. 4 excerpting Contact Report 725,https://www.figu.org/files/figu_zeitzeichen%20sonderausgabe/figu_zeitzeichen_sa_004.pdf,official_figu_original,primary_official,FIGU-ZEITZEICHEN Sonderausgabe Nr. 4 excerpting Contact Report 725,https://www.figu.org/files/figu_zeitzeichen%20sonderausgabe/figu_zeitzeichen_sa_004.pdf,2019-12-27,2019-12-30,,"M 6.4 - 15 km WSW of Mamurras, Albania","We talked about upcoming events and I said that towards the end of next month, November, there will be a strong earthquake in Albania with many deaths, while in Yemen there will be an outbreak of dengue fever which will also cause many deaths."
epidemic,215,69,1987-02-28,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,1995-05-26,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 215 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_215,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 215 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_215,,2007-10-04,,"CDC reported the major Ebola outbreak in Kikwit, Zaire with over 100 deaths","Even when the North American continent will be stricken by the most terrible catastrophe which has ever been recorded, evil military powers will wreak havoc with computerised and nuclear, biological and chemical weapons, whereby it will also happen that computerized weapons become independent and cannot be controlled any longer by human beings."
epidemic,251,34,1995-02-03,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2004-10-29,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 251 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_251,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 251 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_251,,2007-10-05,,WHO reported the altered role of domestic ducks in transmitting H5N1 to poultry in Asia,Also with the animals the mad cow disease effects will increasingly occur.
epidemic,341,15,2003-04-02,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2003-04-16,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 341 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_341,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 341 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_341,,2020-01-09,,WHO announced that a new coronavirus is the cause of SARS,"In regard to the looting in Iraq, I have my suspicions, too, that looting is not only by the Iraqis, but also by members of the American Army, who will specifically steal irreplaceable Iraqi art treasures and sell them to America and elsewhere."
epidemic,364,17,2004-08-13,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2004-10-19,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 364 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_364,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 364 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_364,,2020-02-06,,CDC reported substantial U.S. West Nile virus fatalities during the 2004 season,"Bird flu will also come to the fore again, not only as a result of its resurgence, but also because its transmission to animals is at last being recognised, and first and foremost to pigs, through which people in turn can fall victim to the epidemic."
epidemic,369,12,2004-11-12,2020-02-12,manual_source_link:Future Of Mankind Contact Report 369 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2006-06-30,-4975,-5957,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 369 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_369,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-12,,WHO published epidemiology of confirmed human H5N1 cases,"The opposite is the case, because the breakthrough has already taken place, which has already cost around 40 lives, but which is being irresponsibly concealed, although it is inevitable that sooner or later the fact will become known that bird flu, as we call it, has broken through the species barrier in a special form through direct contact with poultry and spread to humans."
epidemic,369,13,2004-11-12,2020-02-12,manual_source_link:Future Of Mankind Contact Report 369 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2006-06-30,-4975,-5957,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 369 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_369,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-12,,WHO published epidemiology of confirmed human H5N1 cases,Next month it will also be announced that the disease has spread to humans in Japan in the same form.
epidemic,383,32,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-04-14,-5432,-6399,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,CDC and WHO recommended destruction of H2N2 proficiency-testing samples sent to laboratories worldwide,"At about the same time it will become known worldwide that an institute in the USA has sent nearly 4,000 samples of the very dangerous flu virus H2N2 to laboratories all over the world."
epidemic,401,10,2005-10-15,2020-03-26,manual_source_link:Future Of Mankind Contact Report 401 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2006-06-30,-5018,-5957,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 401 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_401,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2020-03-26,,WHO published epidemiology of confirmed human H5N1 cases,"But that the bird epidemic will sooner or later mutate and spread to humans and then trigger a pandemic must be assumed as probable, if the necessary and effective countermeasures are not taken now."
epidemic,441,1,2007-02-03,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 441 first page revision,1,public_date_ok,The current provable public date does not postdate the observed event date.,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",miss,included_in_statistics,,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 441 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_441,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2008-02-03,,,"Firstly, the bird epidemic will be back in the news again, in England, where the disease has already broken out in a turkey farm."
epidemic,453,13,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2007-08-03,-1374,-5558,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 453 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_453,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2011-05-08,,"Foot-and-mouth disease confirmed in Surrey, England",A new animal epidemic can be said to be out of the ordinary in Europe in the near future.
epidemic,453,14,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2007-08-03,-1374,-5558,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 453 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_453,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2011-05-08,,"Foot-and-mouth disease confirmed in Surrey, England","Another unusual event will occur in the first days of August, when England will again be struck by hoof-and-mouth disease."
epidemic,721,6,2019-06-14,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2020-03-11,,,,False,,,,,,,,,,,,,WHO characterized COVID-19 as a pandemic,"Especially in Europe, but also worldwide, more and more wrong decisions will be made by the governments in the coming time, and especially with regard to the epidemic that is now beginning, which you already announced in the 1990s and which will become acute in the month of November and a pandemic in 2020."
