event_family_final,report_number,candidate_seq,match_status,final_status,public_date_status,claimed_contact_date,earliest_provable_public_date,public_date_basis,current_public_source_tier,current_public_source_bucket,best_available_source_tier,best_available_source_bucket,earliest_primary_source_date,earliest_mirror_source_date,observed_probability_under_null,claim_normalized
politics_election,555,1,exact_hit,included_in_statistics,event_precedes_publication,2013-03-02,2017-11-09,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2017-11-09,0.031743322856,"The Conclave will begin on the 12th of March, and already on the 13th of March a man from Argentina called Jorge Mario Bergoglio, who will call himself Francis, will be elected as the new Pope."
storm,366,11,exact_hit,included_in_statistics,event_precedes_publication,2004-09-03,2020-02-11,wiki_first_revision:Future Of Mankind Contact Report 366 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-02-11,0.36526358106,"Further it turns out that the probably ever biggest hurricane of the last decades in the Caribbean will be only the precursor of another big hurricane, which gets the name Jeanne and which already forms before the big storm named Ivan even crosses the Gulf of Mexico, reaches America and on its way causes a lot of damage and disaster and takes far more than 2,000 lives and therefore has much worse effects than the predecessor."
storm,448,6,exact_hit,included_in_statistics,event_precedes_publication,2007-04-27,2011-02-01,wiki_first_revision:Future Of Mankind Contact Report 448 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2011-02-01,0.000477372532,"There is nothing extraordinary to mention for the coming days, because something special will only happen at the beginning of May, when in the USA, namely in the state of Kansas, the small town of Greenburgh will be completely destroyed by a tornado, which will also claim a small number of lives."
storm,464,5,exact_hit,included_in_statistics,event_precedes_publication,2008-04-30,2016-09-28,wiki_first_revision:Future Of Mankind Contact Report 464 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2016-09-28,0.221199216929,Then on the 3rd of May a cyclone catastrophe will occur in Myanmar resp.
storm,688,6,exact_hit,included_in_statistics,event_precedes_publication,2017-08-20,2021-01-09,wiki_first_revision:Future Of Mankind Contact Report 688 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2021-01-09,0.736402861884,"This also will be proven in a few days, namely in America in the state of Texas, where an exorbitant hurricane – with a speed of around 250 kilometres per hour, far exceeding anything previously experienced in those areas – will cause enormous damage and destruction, far exceeding what was caused by Hurricane Katrina from the 23rd–31st of August 2005 in Alabama, Louisiana and Cuba."
volcano,136,97,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.181269246922,"Even during the outflow of the harsh winter season of 1980/1981, it will happen with complete certainty that in Italy, the Etna volcano will begin its unusual activity again, which was no longer the case for several decades."
volcano,150,133,exact_hit,included_in_statistics,event_precedes_publication,1981-10-10,2009-10-13,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-10-13,0.002568030729,"The turn of the year 1982/1983 itself does not bring much of importance, but it should be interesting for you to know that shortly after the turn of the year on the Hawaiian Islands a great natural spectacle will be imminent, because a volcano there will erupt again, and that in several and long-lasting eruptions."
volcano,182,19,exact_hit,included_in_statistics,event_precedes_publication,1983-02-03,2008-09-27,wiki_first_revision:Future Of Mankind Contact Report 182 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-09-27,0.270075967129,"Around the turning point of March/April, so in less than a month, the Mount Etna volcano in Sicily will again eject large quantities of its red-hot interior."
volcano,238,7,exact_hit,included_in_statistics,event_precedes_publication,1991-05-18,2007-08-08,wiki_first_revision:Future Of Mankind Contact Report 238 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-08,0.057126856145,"For example, on the 3rd of June, the volcano Unzendake in Japan."
volcano,238,8,near_hit,included_in_statistics,event_precedes_publication,1991-05-18,2007-08-08,wiki_first_revision:Future Of Mankind Contact Report 238 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-08,0.400644930466,on June 9th the Pinatubo in the Philippines will erupt and cause immense damage in addition to claiming many human lives.
volcano,238,158,near_hit,included_in_statistics,event_precedes_publication,1991-05-18,2007-08-08,wiki_first_revision:Future Of Mankind Contact Report 238 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-08,0.063893856253,"According to their statements, the new activity of the volcano on the 15th of December should result, whereby this naming of the time should be very exact, as one assured me."
volcano,241,47,exact_hit,included_in_statistics,event_precedes_publication,1992-02-03,2007-10-05,wiki_first_revision:Future Of Mankind Contact Report 241 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.360942723496,"will also develop dangerous activities in the month of April, as it will also be in Nicaragua with the volcano Cerro Negro, while at the same time especially in America large fire conflagurations will haunt various national parks and also the International Peace Park."
volcano,366,13,miss,included_in_statistics,public_date_ok,2004-09-03,2020-02-11,wiki_first_revision:Future Of Mankind Contact Report 366 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-02-11,1e-12,"Also the volcano Etna will not be the only one at its time to erupt, because also in Japan a volcano awakes to new activity, namely the one called Asama."
volcano,383,27,near_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.389887023564,"on the 11th of April the volcano Talang begins to erupt, which will be directly related to the seaquakes off Sumatra."
volcano,400,3,exact_hit,included_in_statistics,event_precedes_publication,2005-09-25,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 400 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.792251812856,"At about the same time, El Salvador will be hit by a volcanic eruption of the Ilamatepec and a catastrophe of many landslides due to torrential rains caused by a big hurricane called 'Stan', which will affect about 300 villages and cause the loss of lives."
volcano,444,3,exact_hit,included_in_statistics,event_precedes_publication,2007-02-23,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 444 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-02-03,0.698805788088,"Towards the end of this month of February, after four years of dormancy in the Mediterranean, the Italian volcano Stromboli will begin to become active again, leading to an indirect series of seaquakes near the Greek peninsula of Chalkidiki."
volcano,453,24,exact_hit,included_in_statistics,event_precedes_publication,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2011-05-08,0.695740224475,"This will be followed by a volcanic eruption on Jabal al-Tair, on the so-called Bird Island, with several deaths also to be expected."
volcano,464,4,exact_hit,included_in_statistics,event_precedes_publication,2008-04-30,2016-09-28,wiki_first_revision:Future Of Mankind Contact Report 464 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2016-09-28,0.930516548777,"32 .There is indeed something extraordinary, because in southern Chile the Chaiten volcano will be erupting again in the coming days after 9486 years, causing many humans to flee."
